TIMESTAMP,TARGETVAR,U10,V10,U100,V100
2012-01-01 01:00:00,0.0,0.3413580568643772,0.5370944276197664,0.3207261135159444,0.5340248445940343
2012-01-01 02:00:00,0.0147081374652875,0.3645008355402921,0.5565797623624218,0.3424023757773454,0.5508257412760934
2012-01-01 03:00:00,0.0350977837217199,0.3922218097999686,0.5934993439800845,0.3640597727104076,0.5787481010879066
2012-01-01 04:00:00,,0.4041709002735864,0.6338010385709967,0.3727944197313204,0.6123864181404641
2012-01-01 05:00:00,0.0501595081126322,0.3954952196423582,0.6670548461273313,0.3655878643058589,0.6418792965551656
2012-01-01 06:00:00,0.0524919809705251,0.3579997978113506,0.6950936536797527,0.3337620553981273,0.6680119956334555
2012-01-01 07:00:00,0.0399353066372558,0.3019855748440275,0.6953336746004349,0.2853347575521599,0.6721026487386523
2012-01-01 08:00:00,0.0414593196873843,0.265657592886879,0.6729680888095934,0.2480380034261459,0.6614559935586084
2012-01-01 09:00:00,,0.2459026789429476,0.6347393021700275,0.2060626478720837,0.6470291366251013
2012-01-01 10:00:00,0.18933559409341,0.2314584718761798,0.5942848669932264,0.1596728054867177,0.6204033677528816
2012-01-01 11:00:00,0.167779411195224,0.2085446029794529,0.5640422309872686,0.1252247159398785,0.5837701082483047
2012-01-01 12:00:00,0.187571803996085,0.1929100650609073,0.5369853272012746,0.1053595251990122,0.5471003250552889
2012-01-01 13:00:00,0.281207434871675,0.1779393655020066,0.5093829213228209,0.0914369128849008,0.5097365917819271
2012-01-01 14:00:00,0.335072897408326,0.1723997488456553,0.4812786535193045,0.0861168902933299,0.4707110306845788
2012-01-01 15:00:00,0.276823573360045,0.1868210649345043,0.4586512267240821,0.099284889473885,0.4347899831045677
2012-01-01 16:00:00,0.277813691140809,0.2009447983104087,0.4325544066208167,0.1178295072310279,0.389975417389597
2012-01-01 17:00:00,,0.2130999075852959,0.408835975640675,0.1404113052526964,0.3496715271968749
2012-01-01 18:00:00,0.272658203010511,0.2294440658193248,0.3924054526157935,0.1757837958881421,0.3203430053801503
2012-01-01 19:00:00,0.323212185439146,0.2563638558518432,0.3509909337562634,0.2308705546377428,0.2657218293192384
2012-01-01 20:00:00,,0.3084408306171313,0.3014157035935391,0.3161041080729128,0.2171088000065848
2012-01-01 21:00:00,0.800716506484452,0.3335980153499013,0.2674200131914596,0.3400253444066435,0.2088361845750928
2012-01-01 22:00:00,0.736655269702897,0.3327052672110677,0.2442034441363804,0.3391198086463761,0.2009835915606522
2012-01-01 23:00:00,0.732172996838811,0.3634707415339457,0.2071965821839243,0.3576078304185024,0.2186245330768141
2012-01-02 00:00:00,0.689025248439118,0.4168753930185247,0.1932971888680545,0.4023941198950613,0.2172731566045616
2012-01-02 01:00:00,,0.5537264325442866,0.193387072511866,0.5192072465878406,0.2158831885404172
2012-01-02 02:00:00,0.0869371339290037,0.6459760345369419,0.1733667852008106,0.603944869469843,0.1941077275944642
2012-01-02 03:00:00,,0.745247589873733,0.2186291014267793,0.6864552809924773,0.2238687259568554
2012-01-02 04:00:00,0.518229559312254,0.7732934811407571,0.325902307570757,0.7182577873797334,0.3333048380453337
2012-01-02 05:00:00,0.551510189445867,0.6975821513526472,0.3876531937574539,0.6428606400436069,0.3910963345624912
2012-01-02 06:00:00,0.479504992331769,0.6337557396126705,0.4657193140840047,0.5850740011303913,0.4675988645745981
2012-01-02 07:00:00,0.655908359153053,0.6250359408330879,0.5318469297477937,0.5877155773938277,0.5284728145865882
2012-01-02 08:00:00,,0.6289556580729482,0.5734258597801695,0.5963827099705935,0.5751602681048158
